Model,N,InferenceTime_ms
MLP_NN,10,1.0305659961886704
LSTM,10,29.935967992059886
XGBoost,10,1.4352240250445902
MLP_NN,10,1.022726995870471
LSTM,10,27.706009976100177
XGBoost,10,1.4085550210438669
MLP_NN,10,1.0182259720750153
LSTM,10,28.629951004404575
XGBoost,10,1.444132998585701
MLP_NN,10,1.0253249784000218
LSTM,10,28.232834010850638
XGBoost,10,1.451868040021509
MLP_NN,10,1.0374329867772758
LSTM,10,28.801919019315392
XGBoost,10,2.321160980500281
MLP_NN,10,1.6073379665613174
LSTM,10,28.465313953347504
XGBoost,10,1.3941159704700112
MLP_NN,10,1.0194979840889573
LSTM,10,28.604761988390237
XGBoost,10,1.5927110216580331
MLP_NN,10,1.121258013881743
LSTM,10,32.838371000252664
XGBoost,10,2.7234360459260643
MLP_NN,10,1.7184929456561804
LSTM,10,34.14056805195287
XGBoost,10,1.3820650056004524
MLP_NN,10,1.0112259769812226
LSTM,10,28.739897010382265
XGBoost,10,1.3956629554741085
MLP_NN,10,0.9898749995045364
LSTM,10,27.395557961426675
XGBoost,10,1.3520049978978932
MLP_NN,10,0.9867409826256335
LSTM,10,29.2242820141837
XGBoost,10,2.298337989486754
MLP_NN,10,1.6574020264670253
LSTM,10,32.76372596155852
XGBoost,10,1.4843899989500642
MLP_NN,10,1.0281120194122195
LSTM,10,28.174083039630204
XGBoost,10,1.5256099868565798
MLP_NN,10,0.9968719677999616
LSTM,10,27.95006800442934
XGBoost,10,1.4364140224643052
MLP_NN,10,0.9821020066738129
LSTM,10,27.288960991427302
XGBoost,10,1.3910330017097294
MLP_NN,10,1.0092569864355028
LSTM,10,31.790356035344303
XGBoost,10,2.363934996537864
MLP_NN,10,1.6460869810543954
LSTM,10,29.906506009865552
XGBoost,10,1.6833349945954978
MLP_NN,10,1.0384249617345631
LSTM,10,27.68526301952079
XGBoost,10,1.4728910173289478
MLP_NN,10,1.0397119913250208
LSTM,10,27.694031014107168
XGBoost,15,1.9735489622689784
MLP_NN,15,1.1635419796220958
LSTM,15,74.9741549952887
XGBoost,15,1.7508399905636907
MLP_NN,15,1.1603779857978225
LSTM,15,29.41643795929849
XGBoost,15,1.4079890097491443
MLP_NN,15,1.0135130141861737
LSTM,15,27.580630034208298
XGBoost,15,1.4042069669812918
MLP_NN,15,0.9733409970067441
LSTM,15,27.437406009994447
XGBoost,15,1.4273330452851951
MLP_NN,15,1.1293269926682115
LSTM,15,27.786894992459565
XGBoost,15,1.3180729583837092
MLP_NN,15,0.9589989786036313
LSTM,15,28.021565987728536
XGBoost,15,1.4000850496813655
MLP_NN,15,1.007898012176156
LSTM,15,27.71659300196916
XGBoost,15,1.4096900122240186
MLP_NN,15,1.0275369859300554
LSTM,15,27.56045199930668
XGBoost,15,1.4536569942720234
MLP_NN,15,1.0931980214081705
LSTM,15,27.573779982049018
XGBoost,15,2.2190819727256894
MLP_NN,15,1.40131899388507
LSTM,15,27.87759597413242
XGBoost,15,1.2954029953107238
MLP_NN,15,0.9841030114330351
LSTM,15,27.45701395906508
XGBoost,15,1.3313090312294662
MLP_NN,15,1.0056630126200616
LSTM,15,27.646016038488597
XGBoost,15,1.38019397854805
MLP_NN,15,0.9991349652409554
LSTM,15,29.204293037764728
XGBoost,15,1.3980109943076968
MLP_NN,15,0.9940890013240278
LSTM,15,118.27831802656874
XGBoost,15,1.8128069932572544
MLP_NN,15,1.1568519985303283
LSTM,15,29.780674958601594
XGBoost,15,2.4433250073343515
MLP_NN,15,1.657386019360274
LSTM,15,43.84692700114101
XGBoost,15,2.267699979711324
MLP_NN,15,1.6657249652780592
LSTM,15,41.331484040711075
XGBoost,15,1.4926359872333705
MLP_NN,15,1.0466790408827364
LSTM,15,28.162376023828983
XGBoost,15,1.5744600095786154
MLP_NN,15,1.0180509998463094
LSTM,15,28.56460097245872
XGBoost,15,1.5483279712498188
MLP_NN,15,1.0324710165150464
LSTM,15,28.14051997847855
XGBoost,15,2.3847150150686502
MLP_NN,15,1.6825780039653182
LSTM,15,30.186345044057816
XGBoost,15,1.483182015363127
MLP_NN,15,0.9991750121116638
LSTM,15,28.40479096630588
XGBoost,15,1.4974160003475845
MLP_NN,15,0.9733050246722996
LSTM,15,28.426932054571807
XGBoost,15,1.4666490023955703
MLP_NN,15,1.0151710011996329
LSTM,15,27.901422989089042
XGBoost,15,1.3866520021110773
MLP_NN,15,1.004570978693664
LSTM,15,28.61917100381106
XGBoost,15,1.4014839543960989
MLP_NN,15,1.049212005455047
LSTM,15,30.21447901846841
XGBoost,15,1.5913929673843086
MLP_NN,15,1.056124980095774
LSTM,15,29.139734979253262
XGBoost,15,1.5079399454407394
MLP_NN,15,1.0435390286147594
LSTM,15,28.16211199387908
XGBoost,15,1.4792809961363673
MLP_NN,15,1.0612569749355316
LSTM,15,28.57993805082515
XGBoost,15,1.7302880296483636
MLP_NN,15,1.0469480184838176
LSTM,15,28.485195012763143
XGBoost,15,1.4747630339115858
MLP_NN,15,0.9672140004113317
LSTM,15,28.23361399350688
XGBoost,15,1.430233009159565
MLP_NN,15,1.0277969995513558
LSTM,15,28.673081018496305
XGBoost,15,1.5132889966480434
MLP_NN,15,0.9857350378297269
LSTM,15,28.709152014926076
XGBoost,15,1.4444419648498297
MLP_NN,15,1.0282929870299995
LSTM,15,28.190850978717208
XGBoost,15,1.4480330282822251
MLP_NN,15,1.0380889871157706
LSTM,15,28.843486972618848
XGBoost,15,1.472568023018539
MLP_NN,15,1.0289539932273328
LSTM,15,29.074870981276035
XGBoost,15,1.4398180064745247
MLP_NN,15,1.030977990012616
LSTM,15,28.95669499412179
XGBoost,15,1.412854006048292
MLP_NN,15,1.0380850289948285
LSTM,15,30.114952009171247
XGBoost,15,1.5191410202533007
MLP_NN,15,1.0534339817240834
LSTM,15,28.750516998115927
XGBoost,15,1.5939470031298697
MLP_NN,15,1.07802904676646
LSTM,15,28.831091010943055
XGBoost,15,1.4657950378023088
MLP_NN,15,1.078360015526414
LSTM,15,28.474355000071228
XGBoost,15,1.6182250110432506
MLP_NN,15,1.0956840123981237
LSTM,15,28.661246004048735
XGBoost,15,1.5544510097242892
MLP_NN,15,1.1179360444657505
LSTM,15,28.53135601617396
XGBoost,15,1.5226110117509961
MLP_NN,15,1.0047800024040043
LSTM,15,29.173185001127422
XGBoost,15,1.512474031187594
MLP_NN,15,1.1558900005184114
LSTM,15,28.701456962153316
XGBoost,15,1.436024031136185
MLP_NN,15,1.0265290038660169
LSTM,15,28.71379704447463
XGBoost,15,1.439724990632385
MLP_NN,15,1.022850046865642
LSTM,15,28.53577001951635
XGBoost,15,1.4568750048056245
MLP_NN,15,1.0361640015617013
LSTM,15,28.367180027998984
XGBoost,15,1.4422229724004865
MLP_NN,15,1.0760120349004865
LSTM,15,28.843902982771397
XGBoost,15,1.4447690336965024
MLP_NN,15,1.0665729641914368
LSTM,15,30.480646004434675
XGBoost,15,1.569705957081169
MLP_NN,15,1.0640720138326287
LSTM,15,29.50804604915902
XGBoost,15,1.5699650393798947
MLP_NN,15,1.0405980283394456
LSTM,15,33.689707051962614
XGBoost,15,2.3762659984640777
MLP_NN,15,1.7169760540127754
LSTM,15,29.652391036506742
XGBoost,15,1.5908149653114378
MLP_NN,15,1.0294640087522566
LSTM,15,28.537573001813143
XGBoost,15,1.5104709891602397
MLP_NN,15,1.0280199931003153
LSTM,15,28.90570496674627
XGBoost,15,1.462259970139712
MLP_NN,15,1.0476750321686268
LSTM,15,28.67228299146518
XGBoost,15,1.5215169987641275
MLP_NN,15,1.0394760174676776
LSTM,15,28.064020036254078
XGBoost,15,1.491215021815151
MLP_NN,15,0.9782380075193942
LSTM,15,28.379174997098744
XGBoost,15,2.327560039702803
MLP_NN,15,1.3742070295847952
LSTM,15,28.14577496610582
XGBoost,15,1.4663460315205157
MLP_NN,15,1.0074569727294147
LSTM,15,28.640196018386632
XGBoost,15,1.4091449556872249
MLP_NN,15,1.0299450368620455
LSTM,15,28.579511970747262
XGBoost,15,1.4055569772608578
MLP_NN,15,1.0070340358652174
LSTM,15,30.158918001689017
XGBoost,15,1.5476510161533952
MLP_NN,15,1.0551820159889758
LSTM,15,28.22749299230054
XGBoost,15,1.585971040185541
MLP_NN,15,0.9682889794930816
LSTM,15,29.04944500187412
XGBoost,15,1.494648982770741
MLP_NN,15,1.0348010109737515
LSTM,15,28.52609002729878
XGBoost,15,1.4610509970225394
MLP_NN,15,1.0306389885954559
LSTM,15,28.248357004486024
XGBoost,15,1.673367980401963
MLP_NN,15,1.011400017887354
LSTM,15,28.47107098205015
XGBoost,15,1.379614055622369
MLP_NN,15,1.01006799377501
LSTM,15,28.247718000784516
XGBoost,15,1.5028269845061004
MLP_NN,15,1.022998010739684
LSTM,15,29.950372991152108
XGBoost,15,1.4720860053785145
MLP_NN,15,1.0591479949653149
LSTM,15,28.465657029300928
XGBoost,15,1.455258985515684
MLP_NN,15,1.0208419989794493
LSTM,15,30.043320963159204
XGBoost,15,1.447227958124131
MLP_NN,15,1.0313459788449109
LSTM,15,28.689666010905057
XGBoost,15,1.4914339990355074
MLP_NN,15,1.0262480354867876
LSTM,15,27.945812966208905
XGBoost,15,1.424672023858875
MLP_NN,15,1.0053059668280184
LSTM,15,30.89477203320712
XGBoost,15,1.5344510320574045
MLP_NN,15,1.0492029832676053
LSTM,15,29.43001897074282
XGBoost,15,1.5143119962885976
MLP_NN,15,1.0324610047973692
LSTM,15,28.84611499030143
XGBoost,15,1.5712709864601493
MLP_NN,15,1.025053032208234
LSTM,15,29.3516360106878
XGBoost,15,1.513973984401673
MLP_NN,15,1.0400540195405483
LSTM,15,28.580814017914236
XGBoost,15,1.5686779515817761
MLP_NN,15,0.9728040313348174
LSTM,15,28.351546032354236
XGBoost,15,1.4810629654675722
MLP_NN,15,0.983647012617439
LSTM,15,28.691548970527947
XGBoost,15,2.1069279755465686
MLP_NN,15,1.033639011438936
LSTM,15,28.341709985397756
XGBoost,15,1.616868015844375
MLP_NN,15,1.0418429737910628
LSTM,15,29.578072018921375
XGBoost,15,1.5135640278458595
MLP_NN,15,1.0661279666237533
LSTM,15,28.52384402649477
XGBoost,15,1.3921849895268679
MLP_NN,15,1.0010540136136115
LSTM,15,28.27491599600762
XGBoost,15,1.3879569596610963
MLP_NN,15,1.0082710068672895
LSTM,15,28.319592005573213
XGBoost,15,1.399173983372748
MLP_NN,15,1.0061099892482162
LSTM,15,32.00004796963185
XGBoost,15,1.5954420086927712
MLP_NN,15,1.0457329917699099
LSTM,15,28.741192014422268
XGBoost,15,1.549236010760069
MLP_NN,15,1.0147559805773199
LSTM,15,28.940157033503056
XGBoost,15,1.547261024825275
MLP_NN,15,1.029753009788692
LSTM,15,28.37721596006304
XGBoost,15,1.5441119903698564
MLP_NN,15,1.0623140260577202
LSTM,15,28.907603991683573
XGBoost,15,1.4846610138192773
MLP_NN,15,1.1971559724770486
LSTM,15,28.695695044007152
XGBoost,15,1.597630965989083
MLP_NN,15,0.9715110063552856
LSTM,15,28.169835975859314
XGBoost,15,1.4301540213637054
MLP_NN,15,1.0251700296066701
LSTM,15,32.62303804513067
XGBoost,15,1.6719800187274814
MLP_NN,15,1.029272039886564
LSTM,15,28.236102021764964
XGBoost,15,1.4822289813309908
MLP_NN,15,1.0509330313652754
LSTM,15,28.43237394699827
XGBoost,15,1.4090859913267195
MLP_NN,15,1.0454270523041487
LSTM,15,28.54904194828123
XGBoost,15,1.577083021402359
MLP_NN,15,1.0145360138267279
LSTM,15,28.537578007671982
XGBoost,15,1.4625940239056945
MLP_NN,15,1.0315810213796794
LSTM,15,30.86205798899755
XGBoost,15,1.5531630488112569
MLP_NN,15,1.1381750227883458
LSTM,15,29.44178000325337
XGBoost,15,1.587283972185105
MLP_NN,15,1.1225210037082434
LSTM,15,29.022547008935362
XGBoost,15,1.5863480512052774
MLP_NN,15,1.1401440133340657
LSTM,15,29.521688993554562
XGBoost,15,1.5004060114733875
MLP_NN,15,1.1308479588478804
LSTM,15,28.90811301767826
XGBoost,15,1.4626070042140782
MLP_NN,15,1.1296579614281654
LSTM,15,28.287326043937355
XGBoost,15,1.3951250002719462
MLP_NN,15,1.0135530028492212
LSTM,15,28.205296024680138
XGBoost,15,1.434425008483231
MLP_NN,15,0.988122948911041
LSTM,15,28.222417051438242
XGBoost,15,1.472985022701323
MLP_NN,15,1.0296020191162825
LSTM,15,28.426653996575624
XGBoost,15,1.4452540199272335
MLP_NN,15,1.0637110099196434
LSTM,15,32.326182001270354
XGBoost,15,1.474692951887846
MLP_NN,15,1.0368190123699605
LSTM,15,27.79729902977124
XGBoost,15,1.4288810198195279
MLP_NN,15,1.0241009877063334
LSTM,15,31.943342997692525
XGBoost,15,1.4044629642739892
MLP_NN,15,1.0157650103792548
LSTM,15,31.382804038003087
XGBoost,15,2.429161046165973
MLP_NN,15,1.4001370291225612
LSTM,15,28.974081040360034
XGBoost,15,2.3531910264864564
MLP_NN,15,1.0558090289123356
LSTM,15,29.35166598763317
XGBoost,15,1.4974059886299074
MLP_NN,15,1.0623999987728894
LSTM,15,29.623484995681792
XGBoost,15,2.4068980128504336
MLP_NN,15,1.6662540147081017
LSTM,15,29.80510296765715
XGBoost,15,1.4849120052531362
MLP_NN,15,1.0378050501458347
LSTM,15,28.51623500464484
XGBoost,15,1.4057069784030318
MLP_NN,15,1.0285059688612819
LSTM,15,28.915081988088787
XGBoost,15,1.4398460043594241
MLP_NN,15,1.045851968228817
LSTM,15,28.388087986968458
XGBoost,15,1.4824450481683016
MLP_NN,15,0.9941059979610145
LSTM,15,28.12813699711114
XGBoost,15,1.4455890050157905
MLP_NN,15,1.0202359990216792
LSTM,15,28.180999972391874
XGBoost,15,1.3655439834110439
MLP_NN,15,1.0250010527670383
LSTM,15,29.807523009367287
XGBoost,15,1.4917829539626837
MLP_NN,15,1.058447000104934
LSTM,15,28.261497034691274
XGBoost,15,1.406430033966899
MLP_NN,15,1.0591369937174022
LSTM,15,30.62151395715773
XGBoost,15,1.527726009953767
MLP_NN,15,1.0421010083518922
LSTM,15,28.714498039335012
XGBoost,15,1.5302590327337384
MLP_NN,15,1.0174649651162326
LSTM,15,28.97831395966932
XGBoost,15,1.5119339805096388
MLP_NN,15,1.0528360144235194
LSTM,15,29.39070895081386
XGBoost,15,1.5380890108644962
MLP_NN,15,1.0215470101684332
LSTM,15,28.945336991455406
XGBoost,15,1.5448540216311812
MLP_NN,15,1.0303810122422874
LSTM,15,28.504371002782136
XGBoost,15,1.4319709734991193
MLP_NN,15,1.0430389665998518
LSTM,15,29.05501500936225
XGBoost,15,2.3465119884349406
MLP_NN,15,1.6559529467485845
LSTM,15,29.03827402042225
XGBoost,15,1.417562016285956
MLP_NN,15,1.0482859797775745
LSTM,15,28.192305995617062
XGBoost,15,1.443769026082009
MLP_NN,15,0.994663976598531
LSTM,15,33.298190974164754
XGBoost,15,1.5610759728588164
MLP_NN,15,1.0123050305992365
LSTM,15,28.749907040037215
XGBoost,15,1.3788769720122218
MLP_NN,15,1.0122410021722317
LSTM,15,27.95940701616928
XGBoost,15,1.3856359873898327
MLP_NN,15,1.034573942888528
LSTM,15,30.698071990627795
XGBoost,15,1.5217229956761003
MLP_NN,15,1.0404989589005709
LSTM,15,33.71250495547429
XGBoost,15,1.6009449609555304
MLP_NN,15,1.014509005472064
LSTM,15,33.462627965491265
XGBoost,15,2.478984009940177
MLP_NN,15,1.7080939724110067
LSTM,15,36.21613996801898
XGBoost,15,1.4948630123399198
MLP_NN,15,1.056691980920732
LSTM,15,29.054492013528943
XGBoost,15,1.5341690159402788
MLP_NN,15,1.0361039894632995
LSTM,15,28.59349298523739
XGBoost,15,1.5240220236591995
MLP_NN,15,1.0087589616887271
LSTM,15,28.73589302180335
XGBoost,15,1.494398049544543
MLP_NN,15,1.0702330037020147
LSTM,15,33.07693998795003
XGBoost,15,2.472270978614688
MLP_NN,15,1.7106690211221576
LSTM,15,39.935482025612146
XGBoost,15,1.4046529540792108
MLP_NN,15,1.0271140490658581
LSTM,15,28.462757007218897
XGBoost,15,1.4022490358911455
MLP_NN,15,1.0058990446850657
LSTM,15,29.118463047780097
XGBoost,15,1.3749490026384592
MLP_NN,15,1.0417099692858756
LSTM,15,28.874863986857235
XGBoost,15,1.6855919966474175
MLP_NN,15,1.0443759965710342
LSTM,15,31.098223000299186
XGBoost,15,1.4994340017437935
MLP_NN,15,1.044701028149575
LSTM,15,29.708903981372714
XGBoost,15,1.5962909674271941
MLP_NN,15,1.0403720079921186
LSTM,15,29.923824011348188
XGBoost,15,1.5930979861877859
MLP_NN,15,1.0469399858266115
LSTM,15,28.97980104899034
XGBoost,15,1.586299971677363
MLP_NN,15,1.0282319854013622
LSTM,15,29.475565010216087
XGBoost,15,1.4769770205020905
MLP_NN,15,1.0527179692871869
LSTM,15,28.921112010721117
XGBoost,15,1.4795989845879376
MLP_NN,15,1.0348749929107726
LSTM,15,28.510920994449407
XGBoost,15,1.4584949822165072
MLP_NN,15,1.072281040251255
LSTM,15,28.654896013904363
XGBoost,15,1.4672750257886946
MLP_NN,15,1.0570629965513945
LSTM,15,29.949043004307896
XGBoost,15,1.467644004151225
MLP_NN,15,1.0611750185489655
LSTM,15,28.618718963116407
XGBoost,15,1.4796089963056147
MLP_NN,15,1.0548749705776572
LSTM,15,29.043523012660444
XGBoost,15,1.4240319724194705
MLP_NN,15,1.0369900264777243
LSTM,15,28.413266991265118
XGBoost,15,1.4358670450747013
MLP_NN,15,1.019106013700366
LSTM,15,33.8306050398387
XGBoost,15,1.566553022712469
MLP_NN,15,1.0776370181702077
LSTM,15,28.486300026997924
XGBoost,15,1.4750559930689633
MLP_NN,15,1.0393219999969006
LSTM,15,28.554762015119195
XGBoost,15,1.5907320193946362
MLP_NN,15,1.0603219852782786
LSTM,15,29.286523000337183
XGBoost,15,1.6173039912246168
MLP_NN,15,1.063796051312238
LSTM,15,29.105708992574364
XGBoost,15,1.5425210003741086
MLP_NN,15,0.9867189801298082
LSTM,15,28.825688001234084
XGBoost,15,1.4634680119343102
MLP_NN,15,1.0468380060046911
LSTM,15,29.04667000984773
XGBoost,15,2.4124470073729753
MLP_NN,15,1.6926610260270536
LSTM,15,39.82248902320862
XGBoost,15,1.3954580063000321
MLP_NN,15,1.0328770149499178
LSTM,15,28.460104949772358
XGBoost,15,1.4486029976978898
MLP_NN,15,1.0007579694502056
LSTM,15,28.380442003253847
XGBoost,15,1.4183850144036114
MLP_NN,15,1.0345029877498746
LSTM,15,28.142346011009067
XGBoost,15,1.4174759853631258
MLP_NN,15,1.0463150101713836
LSTM,15,28.38232001522556
XGBoost,15,1.3788010110147297
MLP_NN,15,1.0258840047754347
LSTM,15,30.441550014074892
XGBoost,15,1.5727720456197858
MLP_NN,15,1.0771849774755538
LSTM,15,28.829605027567595
XGBoost,15,1.5272569726221263
MLP_NN,15,1.060801965650171
LSTM,15,30.043830978684127
XGBoost,15,1.5109439846128225
MLP_NN,15,1.0558830108493567
LSTM,15,29.183337988797575
XGBoost,15,1.4732610434293747
MLP_NN,15,1.0454130242578685
LSTM,15,28.647939034271985
XGBoost,15,1.4977289829403162
MLP_NN,15,1.0317389969713986
LSTM,15,29.36433401191607
XGBoost,15,1.4370940043590963
MLP_NN,15,0.9978269808925688
LSTM,15,28.487792995292693
XGBoost,15,1.4624890172854066
MLP_NN,15,1.0417699813842773
LSTM,15,28.543805005028844
XGBoost,15,1.4516139635816216
MLP_NN,15,1.0479709599167109
LSTM,15,28.89400999993086
XGBoost,15,1.4904029667377472
MLP_NN,15,1.0540729854255915
LSTM,15,29.32598500046879
XGBoost,15,2.4056379916146398
MLP_NN,15,1.704350986983627
LSTM,15,28.514766017906368
XGBoost,15,1.3453169958665967
MLP_NN,15,0.9937699651345611
LSTM,15,28.748252021614462
XGBoost,15,1.3500660425052047
MLP_NN,15,1.0146000422537327
LSTM,15,31.202874961309135
XGBoost,15,1.5067800413817167
MLP_NN,15,1.0549190337769687
LSTM,15,29.11356498952955
XGBoost,15,1.5351910260505974
MLP_NN,15,1.0585139971226454
LSTM,15,34.10703799454495
XGBoost,15,1.4683930203318596
MLP_NN,15,1.0370590025559068
LSTM,15,28.821077023167163
XGBoost,15,1.4887030120007694
MLP_NN,15,1.0693559888750315
LSTM,15,29.548260965384543
XGBoost,15,1.5189949772320688
MLP_NN,15,1.0554090258665383
LSTM,15,29.099064995534718
XGBoost,15,1.509782043285668
MLP_NN,15,1.0568369762040675
LSTM,15,29.52467300929129
XGBoost,15,1.536663039587438
MLP_NN,15,1.0594430495984852
LSTM,15,28.771412966307253
XGBoost,15,1.4509300235658884
MLP_NN,15,1.0443810024298728
LSTM,15,31.88964701257646
XGBoost,15,1.4276839792728424
MLP_NN,15,1.0393860284239054
LSTM,15,31.109882052987814
XGBoost,15,1.4941110275685787
MLP_NN,15,1.0625320137478411
LSTM,15,28.540153987705708
XGBoost,15,1.417302992194891
MLP_NN,15,1.0406170040369034
LSTM,15,28.265972970984876
XGBoost,15,1.386849966365844
MLP_NN,15,1.014315988868475
LSTM,15,30.975504021625966
XGBoost,15,1.5426169848069549
MLP_NN,15,1.0463439975865185
LSTM,15,28.71568500995636
XGBoost,15,1.5034889802336693
MLP_NN,15,1.0096569894813001
LSTM,15,28.794289042707533
XGBoost,15,1.5507120406255126
MLP_NN,15,1.025715027935803
LSTM,15,33.5755719570443
XGBoost,15,1.5057770069688559
MLP_NN,15,1.0578189976513386
LSTM,15,29.189541994128376
XGBoost,15,1.574865949805826
MLP_NN,15,1.1233460390940309
LSTM,15,28.475729981437325
XGBoost,15,2.5274319923482835
MLP_NN,15,1.487670000642538
LSTM,15,29.35471397358924
XGBoost,15,1.4063980197533965
MLP_NN,15,1.0043659713119268
LSTM,15,28.657693997956812
XGBoost,15,1.4298380119726062
MLP_NN,15,1.0544179822318256
LSTM,15,28.714886982925236
XGBoost,15,1.512777991592884
MLP_NN,15,1.0672759963199496
LSTM,15,28.202524001244456
XGBoost,15,1.389052951708436
MLP_NN,15,1.0205289581790566
LSTM,15,29.46369501296431
XGBoost,15,1.4405730180442333
MLP_NN,15,1.0376019636169076
LSTM,15,28.066232975106686
XGBoost,15,1.3932069996371865
MLP_NN,15,1.0155190248042345
LSTM,15,30.952001980040222
XGBoost,15,1.533784030470997
MLP_NN,15,1.0430649854242802
LSTM,15,28.9141180110164
XGBoost,15,1.482651976402849
MLP_NN,15,1.052026986144483
LSTM,15,28.755375999026
XGBoost,15,1.5369610046036541
MLP_NN,15,1.062041032128036
LSTM,15,28.520228050183505
XGBoost,15,1.4874170301482081
MLP_NN,15,1.0297829867340624
LSTM,15,28.36547198239714
XGBoost,15,1.4794240123592317
MLP_NN,15,1.062780967913568
LSTM,15,28.37546798400581
XGBoost,15,1.5530710224993527
MLP_NN,15,1.059990026988089
LSTM,15,28.256841003894806
XGBoost,15,1.4628900098614395
MLP_NN,15,1.0007259552367032
LSTM,15,28.166153002530336
XGBoost,15,1.4151170034892857
MLP_NN,15,0.9866030304692686
LSTM,15,27.97156502492726
XGBoost,15,1.4862659736536443
MLP_NN,15,1.0738249984569848
LSTM,15,27.89474802557379
XGBoost,15,1.5047600027173758
MLP_NN,15,1.045619952492416
LSTM,15,28.795500984415412
XGBoost,15,1.5050099464133382
MLP_NN,15,1.017235976178199
LSTM,15,28.121049981564283
XGBoost,15,1.3961889781057835
MLP_NN,15,1.0194579954259098
LSTM,15,30.999282957054675
XGBoost,15,1.544024038594216
MLP_NN,15,0.9723340044729412
LSTM,15,28.63751002587378
XGBoost,15,1.4517449890263379
MLP_NN,15,1.0122070088982582
LSTM,15,29.137973964679986
XGBoost,15,1.8566909711807966
MLP_NN,15,1.0619509848766029
LSTM,15,29.105217021424323
XGBoost,15,1.506873988546431
MLP_NN,15,1.1611590161919594
LSTM,15,30.324749008286744
XGBoost,15,1.6631269827485085
MLP_NN,15,1.0901539935730398
LSTM,15,29.350170982070267
XGBoost,15,1.4476950163953006
MLP_NN,15,1.0568859870545566
LSTM,15,28.943875047843903
XGBoost,15,1.4835239853709936
MLP_NN,15,1.058568013831973
LSTM,15,28.752596001140773
XGBoost,15,1.5090119559317827
MLP_NN,15,1.0492069995962083
LSTM,15,28.76762399682775
XGBoost,15,1.4445519773289561
MLP_NN,15,1.0555729968473315
LSTM,15,28.10214803321287
XGBoost,15,1.5011299983598292
MLP_NN,15,1.0698620462790132
LSTM,15,28.274729964323342
XGBoost,15,1.4267489896155894
MLP_NN,15,1.0625170543789864
LSTM,15,28.61102798487991
XGBoost,15,1.4307620003819466
MLP_NN,15,1.0499550262466073
LSTM,15,31.2274259631522
XGBoost,15,1.6260650008916855
MLP_NN,15,1.0979140060953796
LSTM,15,29.790859029162675
XGBoost,15,1.5248220297507942
MLP_NN,15,1.073548977728933
LSTM,15,33.624553005211055
XGBoost,15,1.4883870026096702
MLP_NN,15,1.0587169672362506
LSTM,15,29.299620015081018
XGBoost,15,1.5282279928214848
MLP_NN,15,1.0841399780474603
LSTM,15,29.464775987435132
XGBoost,15,2.392399008385837
MLP_NN,15,1.239328004885465
LSTM,15,28.95947400247678
XGBoost,15,1.5631320420652628
MLP_NN,15,1.031205989420414
LSTM,15,29.40955403028056
XGBoost,15,1.4961109845899045
MLP_NN,15,1.0693349759094417
LSTM,15,28.559466009028256
XGBoost,15,1.4694579876959324
MLP_NN,15,1.026356010697782
LSTM,15,29.095575970131904
XGBoost,15,1.4008019934408367
MLP_NN,15,1.0228700120933354
LSTM,15,28.246407047845423
XGBoost,15,1.6399589949287474
MLP_NN,15,1.0134669719263911
LSTM,15,28.802193992305547
XGBoost,15,1.4255520072765648
MLP_NN,15,1.0338160209357738
LSTM,15,28.614974056836218
XGBoost,15,2.349278947804123
MLP_NN,15,1.106539973989129
LSTM,15,31.948631978593767
XGBoost,15,1.7379019991494715
MLP_NN,15,1.1207280331291258
LSTM,15,30.10193502996117
XGBoost,15,1.5950180240906775
MLP_NN,15,1.0662269778549671
LSTM,15,33.90813199803233
XGBoost,15,2.7076980331912637
MLP_NN,15,1.091557031031698
LSTM,15,31.877611007075757
XGBoost,15,1.6460150363855064
MLP_NN,15,1.1047510197386146
LSTM,15,29.461400001309812
XGBoost,15,1.5172020066529512
MLP_NN,15,1.0215190122835338
LSTM,15,28.765761002432555
XGBoost,15,1.5472099767066538
MLP_NN,15,1.0505120153538883
LSTM,15,28.262010018806905
XGBoost,15,1.5333719784393907
MLP_NN,15,1.0435449657961726
LSTM,15,28.3749729860574
XGBoost,15,1.4699009479954839
MLP_NN,15,1.0637259692884982
LSTM,15,28.97745498921722
XGBoost,15,2.259124012198299
MLP_NN,15,1.0151489987038076
LSTM,15,28.261607978492975
XGBoost,15,1.4472529874183238
MLP_NN,15,1.0430779657326639
LSTM,15,28.16930500557646
XGBoost,15,1.4498290256597102
MLP_NN,15,1.015404995996505
LSTM,15,28.18433300126344
XGBoost,15,1.4247520011849701
MLP_NN,15,1.0368730290792882
LSTM,15,31.100709980819374
XGBoost,15,1.5566200017929077
MLP_NN,15,1.0647999588400126
LSTM,15,28.935598966199905
XGBoost,15,1.5882010338827968
MLP_NN,15,1.19060801807791
LSTM,15,37.36671997467056
XGBoost,15,1.5811009798198938
MLP_NN,15,0.9751070174388587
LSTM,15,29.061708017252386
XGBoost,15,1.5611720154993236
MLP_NN,15,1.0171449976041913
LSTM,15,28.963377990294248
XGBoost,15,1.4926170115359128
MLP_NN,15,1.027624006383121
LSTM,15,28.358386014588177
XGBoost,15,1.5185700030997396
MLP_NN,15,1.0347500210627913
LSTM,15,28.210371965542436
XGBoost,15,1.4354489976540208
MLP_NN,15,0.9808919858187437
LSTM,15,33.16405898658559
XGBoost,15,1.6127169947139919
MLP_NN,15,1.0367179638706148
LSTM,15,28.630607994273305
