time,delay_ms
2025-03-05 12:41:55.218,-1.0000
2025-03-05 12:41:56.219,9.1025
2025-03-05 12:41:57.219,8.4949
2025-03-05 12:41:58.220,8.3441
2025-03-05 12:41:59.220,8.3899
2025-03-05 12:42:00.222,8.2343
2025-03-05 12:42:01.221,8.2217
2025-03-05 12:42:02.222,8.1332
2025-03-05 12:42:03.224,8.5474
2025-03-05 12:42:04.224,8.0139
2025-03-05 12:42:05.224,7.9532
2025-03-05 12:47:04.482,-1.0000
2025-03-05 12:47:05.481,-1.0000
2025-03-05 12:47:06.481,-1.0000
2025-03-05 12:47:07.481,-1.0000
2025-03-05 12:47:08.482,-1.0000
2025-03-05 12:47:09.483,-1.0000
2025-03-05 12:47:10.484,-1.0000
2025-03-05 12:47:11.485,-1.0000
2025-03-05 12:47:12.486,-1.0000
2025-03-05 12:47:13.486,-1.0000
2025-03-05 12:47:14.488,-1.0000
2025-03-05 12:47:15.488,-1.0000
2025-03-05 12:47:16.488,-1.0000
2025-03-05 12:47:17.489,-1.0000
2025-03-05 12:47:18.489,-1.0000
2025-03-05 12:47:19.490,-1.0000
2025-03-05 12:47:20.494,-1.0000
2025-03-05 12:47:21.493,-1.0000
2025-03-05 12:47:22.493,-1.0000
2025-03-05 12:47:23.494,-1.0000
2025-03-05 12:47:24.502,-1.0000
2025-03-05 12:47:25.502,-1.0000
2025-03-05 12:47:26.494,-1.0000
2025-03-05 12:47:27.495,-1.0000
2025-03-05 12:47:28.496,-1.0000
2025-03-05 12:47:29.500,-1.0000
2025-03-05 12:47:30.496,-1.0000
2025-03-05 12:47:31.496,11.8338
2025-03-05 12:47:32.498,9.0678
2025-03-05 12:47:33.498,9.3942
2025-03-05 12:47:34.498,9.3616
2025-03-05 12:47:35.500,9.2349
2025-03-05 12:47:36.500,9.1952
2025-03-05 12:47:37.499,8.9423
2025-03-05 12:47:38.501,9.0685
2025-03-05 12:47:39.500,9.2944
2025-03-05 12:47:40.501,8.7885
2025-03-05 12:47:41.502,8.8894
2025-03-05 12:47:42.502,8.8769
2025-03-05 12:47:43.504,8.9762
2025-03-05 12:47:44.508,8.9949
2025-03-05 12:47:45.506,8.8675
2025-03-05 12:47:46.507,8.6633
2025-03-05 12:47:47.507,9.0601
2025-03-05 12:47:48.508,9.1126
2025-03-05 12:47:49.509,8.8148
2025-03-05 12:47:50.508,8.9185
2025-03-05 12:47:51.509,9.0476
2025-03-05 12:47:52.510,9.1569
2025-03-05 12:47:53.511,9.1307
2025-03-05 12:47:54.512,9.3129
2025-03-05 12:47:55.513,8.9627
2025-03-05 12:47:56.513,9.1294
2025-03-05 12:47:57.514,9.0005
2025-03-05 12:47:58.513,9.1173
2025-03-05 12:47:59.515,8.7345
2025-03-05 12:48:00.516,8.8734
2025-03-05 12:48:01.515,9.3137
2025-03-05 12:48:02.515,8.8941
2025-03-05 12:48:03.516,8.7421
2025-03-05 12:48:04.516,8.8849
2025-03-05 12:48:05.518,8.9613
2025-03-05 12:48:06.519,8.8658
2025-03-05 12:48:07.519,9.3418
2025-03-05 12:48:08.520,8.9435
2025-03-05 12:48:09.520,9.1768
2025-03-05 12:48:10.521,8.8242
2025-03-05 12:48:11.520,9.0215
2025-03-05 12:48:12.521,9.1493
2025-03-05 12:48:13.527,8.9886
2025-03-05 12:48:14.522,8.9313
2025-03-05 12:48:15.522,9.2829
2025-03-05 12:48:16.522,8.9724
2025-03-05 12:48:17.525,9.0529
2025-03-05 12:48:18.525,9.0899
2025-03-05 12:48:19.526,9.1166
2025-03-05 12:48:20.526,8.9332
2025-03-05 12:48:21.527,8.6357
2025-03-05 12:48:22.527,8.8726
2025-03-05 12:48:23.527,8.8960
2025-03-05 12:48:24.528,8.9177
2025-03-05 12:48:25.528,9.0574
2025-03-05 12:48:26.528,8.8829
2025-03-05 12:48:27.529,9.0726
2025-03-05 12:48:28.530,9.0198
2025-03-05 12:48:29.532,9.2574
2025-03-05 12:48:30.532,8.6778
2025-03-05 12:48:31.532,8.9426
2025-03-05 12:48:32.533,9.1775
2025-03-05 12:48:33.534,9.2222
2025-03-05 12:48:34.533,9.0517
2025-03-05 12:48:35.533,8.9902
2025-03-05 12:48:36.534,9.4502
2025-03-05 12:48:37.533,8.8687
2025-03-05 12:48:38.534,9.0382
2025-03-05 12:48:39.534,8.8396
2025-03-05 12:48:40.535,9.1086
2025-03-05 12:48:41.534,9.2911
2025-03-05 12:48:42.535,8.9789
2025-03-05 12:48:43.535,8.6352
2025-03-05 12:48:44.537,9.0862
2025-03-05 12:48:45.538,9.0609
2025-03-05 12:48:46.539,8.6779
2025-03-05 12:48:47.539,9.0222
2025-03-05 12:48:48.540,8.8703
2025-03-05 12:48:49.540,9.1579
2025-03-05 12:48:50.540,9.0828
2025-03-05 12:48:51.540,8.9857
2025-03-05 12:48:52.542,9.0655
2025-03-05 12:48:53.543,9.0978
2025-03-05 12:48:54.542,9.1492
2025-03-05 12:48:55.544,9.3817
2025-03-05 12:48:56.544,9.0275
2025-03-05 12:48:57.543,8.9949
2025-03-05 12:48:58.544,8.6896
2025-03-05 12:48:59.545,8.8920
2025-03-05 12:49:00.545,8.9587
2025-03-05 12:49:01.546,8.9139
2025-03-05 12:49:02.546,8.6848
2025-03-05 12:49:03.547,8.8272
2025-03-05 12:49:04.547,9.1244
2025-03-05 12:49:05.548,8.7626
2025-03-05 12:49:06.550,8.8178
2025-03-05 12:49:07.551,8.8985
2025-03-05 12:49:08.551,8.9878
2025-03-05 12:49:09.552,8.9474
2025-03-05 12:49:10.553,9.0013
2025-03-05 12:49:11.554,9.2811
2025-03-05 12:49:12.553,9.0048
2025-03-05 12:49:13.554,9.5374
2025-03-05 12:49:14.554,8.9894
2025-03-05 12:49:15.557,9.0960
2025-03-05 12:49:16.556,9.0419
