time,delay_ms
2025-03-05 12:26:00.749,74.1049
2025-03-05 12:26:01.749,69.9185
2025-03-05 12:26:02.749,94.4119
2025-03-05 12:26:03.750,55.3524
2025-03-05 12:26:04.759,67.3021
2025-03-05 12:26:05.760,77.2112
2025-03-05 12:26:06.752,70.9584
2025-03-05 12:26:07.754,62.7543
2025-03-05 12:26:08.755,64.1144
2025-03-05 12:47:30.446,-1.0000
2025-03-05 12:47:31.445,-1.0000
2025-03-05 12:47:32.446,-1.0000
2025-03-05 12:47:33.447,-1.0000
2025-03-05 12:47:34.447,-1.0000
2025-03-05 12:47:35.448,-1.0000
2025-03-05 12:47:36.450,-1.0000
2025-03-05 12:47:37.450,-1.0000
2025-03-05 12:47:38.450,-1.0000
2025-03-05 12:47:39.451,-1.0000
2025-03-05 12:47:40.451,-1.0000
2025-03-05 12:47:41.452,-1.0000
2025-03-05 12:47:42.452,-1.0000
2025-03-05 12:47:43.453,-1.0000
2025-03-05 12:47:44.454,-1.0000
2025-03-05 12:47:45.454,-1.0000
2025-03-05 12:47:46.456,-1.0000
2025-03-05 12:47:47.456,-1.0000
2025-03-05 12:47:48.457,-1.0000
2025-03-05 12:47:49.458,-1.0000
2025-03-05 12:47:50.473,-1.0000
2025-03-05 12:47:51.458,-1.0000
2025-03-05 12:47:52.459,-1.0000
2025-03-05 12:47:53.460,-1.0000
2025-03-05 12:47:54.460,-1.0000
2025-03-05 12:47:55.461,-1.0000
2025-03-05 12:47:56.461,-1.0000
2025-03-05 12:47:57.462,-1.0000
2025-03-05 12:47:58.463,-1.0000
2025-03-05 12:47:59.463,-1.0000
2025-03-05 12:48:00.463,-1.0000
2025-03-05 12:48:01.464,-1.0000
2025-03-05 12:48:02.465,-1.0000
2025-03-05 12:48:03.466,-1.0000
2025-03-05 12:48:04.466,-1.0000
2025-03-05 12:48:05.466,-1.0000
2025-03-05 12:48:06.467,-1.0000
2025-03-05 12:48:07.467,-1.0000
2025-03-05 12:48:08.468,-1.0000
2025-03-05 12:48:09.469,-1.0000
2025-03-05 12:48:10.469,-1.0000
2025-03-05 12:48:11.470,-1.0000
2025-03-05 12:48:12.470,-1.0000
2025-03-05 12:48:13.470,-1.0000
2025-03-05 12:48:14.470,-1.0000
2025-03-05 12:48:15.480,-1.0000
2025-03-05 12:48:16.471,-1.0000
2025-03-05 12:48:17.472,-1.0000
2025-03-05 12:48:18.472,-1.0000
2025-03-05 12:48:19.472,-1.0000
2025-03-05 12:48:20.473,-1.0000
2025-03-05 12:48:21.474,-1.0000
2025-03-05 12:48:22.476,-1.0000
2025-03-05 12:48:23.476,-1.0000
2025-03-05 12:48:24.475,-1.0000
2025-03-05 12:48:25.476,-1.0000
2025-03-05 12:48:26.477,-1.0000
2025-03-05 12:48:27.478,-1.0000
2025-03-05 12:48:28.479,-1.0000
2025-03-05 12:48:29.479,-1.0000
2025-03-05 12:48:30.479,-1.0000
2025-03-05 12:48:31.480,-1.0000
2025-03-05 12:48:32.481,-1.0000
2025-03-05 12:48:33.482,-1.0000
2025-03-05 12:48:34.482,-1.0000
2025-03-05 12:48:35.482,-1.0000
2025-03-05 12:48:36.483,-1.0000
2025-03-05 12:48:37.483,-1.0000
2025-03-05 12:48:38.484,-1.0000
2025-03-05 12:48:39.499,-1.0000
2025-03-05 12:48:40.484,-1.0000
2025-03-05 12:48:41.483,-1.0000
2025-03-05 12:48:42.484,-1.0000
2025-03-05 12:48:43.484,-1.0000
2025-03-05 12:48:44.485,-1.0000
2025-03-05 12:48:45.486,-1.0000
2025-03-05 12:48:46.486,-1.0000
2025-03-05 12:48:47.487,-1.0000
2025-03-05 12:48:48.488,-1.0000
2025-03-05 12:48:49.488,-1.0000
2025-03-05 12:48:50.489,-1.0000
2025-03-05 12:48:51.491,-1.0000
2025-03-05 12:48:52.491,-1.0000
2025-03-05 12:48:53.492,-1.0000
2025-03-05 12:48:54.491,-1.0000
2025-03-05 12:48:55.492,-1.0000
2025-03-05 12:48:56.492,-1.0000
2025-03-05 12:48:57.493,-1.0000
2025-03-05 12:48:58.494,-1.0000
2025-03-05 12:48:59.494,-1.0000
2025-03-05 12:49:00.495,-1.0000
2025-03-05 12:49:01.496,-1.0000
2025-03-05 12:49:02.496,-1.0000
2025-03-05 12:49:03.498,-1.0000
2025-03-05 12:49:04.498,-1.0000
2025-03-05 12:49:05.499,-1.0000
2025-03-05 12:49:06.498,-1.0000
2025-03-05 12:49:07.499,-1.0000
2025-03-05 12:49:08.499,-1.0000
2025-03-05 12:49:09.500,-1.0000
2025-03-05 12:49:10.500,-1.0000
2025-03-05 12:49:11.501,-1.0000
2025-03-05 12:49:12.502,-1.0000
2025-03-05 12:49:13.502,-1.0000
2025-03-05 12:49:14.511,-1.0000
2025-03-05 12:49:15.503,-1.0000
2025-03-05 12:49:16.503,-1.0000
2025-03-05 12:49:17.504,-1.0000
2025-03-05 12:49:18.505,-1.0000
2025-03-05 12:49:19.505,-1.0000
2025-03-05 12:49:20.506,-1.0000
2025-03-05 12:49:21.507,-1.0000
2025-03-05 12:49:22.507,-1.0000
2025-03-05 12:49:23.508,-1.0000
2025-03-05 12:49:24.509,-1.0000
2025-03-05 12:49:25.510,-1.0000
2025-03-05 12:49:26.510,-1.0000
2025-03-05 12:49:27.510,-1.0000
2025-03-05 12:49:28.511,-1.0000
2025-03-05 12:49:29.512,-1.0000
2025-03-05 12:49:30.512,-1.0000
2025-03-05 12:49:31.513,-1.0000
2025-03-05 12:49:32.513,-1.0000
2025-03-05 12:49:33.515,-1.0000
2025-03-05 12:49:34.515,-1.0000
2025-03-05 12:49:35.516,-1.0000
2025-03-05 12:49:36.516,-1.0000
2025-03-05 12:49:37.517,-1.0000
2025-03-05 12:49:38.517,-1.0000
2025-03-05 12:49:39.517,-1.0000
2025-03-05 12:49:40.518,-1.0000
2025-03-05 12:49:41.519,-1.0000
2025-03-05 12:49:42.519,-1.0000
2025-03-05 12:49:43.520,-1.0000
2025-03-05 12:49:44.520,-1.0000
2025-03-05 12:49:45.521,-1.0000
2025-03-05 12:49:46.522,-1.0000
2025-03-05 12:49:47.522,-1.0000
2025-03-05 12:49:48.523,-1.0000
2025-03-05 12:49:49.523,-1.0000
2025-03-05 12:49:50.523,-1.0000
2025-03-05 12:49:51.523,-1.0000
2025-03-05 12:49:52.524,-1.0000
2025-03-05 12:49:53.525,-1.0000
2025-03-05 12:49:54.526,-1.0000
2025-03-05 12:49:55.526,-1.0000
2025-03-05 12:49:56.527,-1.0000
2025-03-05 12:49:57.531,-1.0000
2025-03-05 12:49:58.528,-1.0000
2025-03-05 12:49:59.528,-1.0000
2025-03-05 12:50:00.529,-1.0000
2025-03-05 12:50:01.529,-1.0000
2025-03-05 12:50:02.530,-1.0000
2025-03-05 12:50:03.531,-1.0000
2025-03-05 12:50:04.533,-1.0000
2025-03-05 12:50:05.533,-1.0000
2025-03-05 12:50:06.533,-1.0000
2025-03-05 12:50:07.534,-1.0000
2025-03-05 12:50:08.534,-1.0000
2025-03-05 12:50:09.534,-1.0000
2025-03-05 12:50:10.535,-1.0000
2025-03-05 12:50:11.535,-1.0000
2025-03-05 12:50:12.536,-1.0000
2025-03-05 12:50:13.536,-1.0000
2025-03-05 12:50:14.537,-1.0000
2025-03-05 12:50:15.538,-1.0000
2025-03-05 12:50:16.538,-1.0000
2025-03-05 12:50:17.538,-1.0000
2025-03-05 12:50:18.539,-1.0000
2025-03-05 12:50:19.540,-1.0000
2025-03-05 12:50:20.541,-1.0000
2025-03-05 12:50:21.541,-1.0000
2025-03-05 12:50:22.542,-1.0000
2025-03-05 12:50:23.542,-1.0000
2025-03-05 12:50:24.542,-1.0000
2025-03-05 12:50:25.543,-1.0000
2025-03-05 12:50:26.543,-1.0000
2025-03-05 12:50:27.544,-1.0000
2025-03-05 12:50:28.544,-1.0000
2025-03-05 12:50:29.544,-1.0000
2025-03-05 12:50:30.545,-1.0000
2025-03-05 12:50:31.545,-1.0000
2025-03-05 12:50:32.546,-1.0000
2025-03-05 12:50:33.546,-1.0000
2025-03-05 12:50:34.546,-1.0000
2025-03-05 12:50:35.547,-1.0000
2025-03-05 12:50:36.548,-1.0000
2025-03-05 12:50:37.592,-1.0000
2025-03-05 12:50:38.549,-1.0000
2025-03-05 12:50:39.551,-1.0000
2025-03-05 12:50:40.551,-1.0000
