time,delay_ms
2025-03-05 12:41:55.218,-1.0000
2025-03-05 12:41:56.220,21.0747
2025-03-05 12:41:57.220,17.7290
2025-03-05 12:41:58.220,17.7791
2025-03-05 12:41:59.221,17.2259
2025-03-05 12:42:00.222,17.6801
2025-03-05 12:42:01.221,17.6009
2025-03-05 12:42:02.223,18.0672
2025-03-05 12:42:03.223,17.9527
2025-03-05 12:42:04.224,24.9321
2025-03-05 12:42:05.224,25.3044
2025-03-05 12:47:04.481,-1.0000
2025-03-05 12:47:05.482,17.9796
2025-03-05 12:47:06.481,18.6002
2025-03-05 12:47:07.482,18.0966
2025-03-05 12:47:08.482,17.9721
2025-03-05 12:47:09.484,17.9607
2025-03-05 12:47:10.484,22.7369
2025-03-05 12:47:11.485,18.9493
2025-03-05 12:47:12.485,17.6200
2025-03-05 12:47:13.488,21.4015
2025-03-05 12:47:14.487,18.9824
2025-03-05 12:47:15.488,19.5932
2025-03-05 12:47:16.488,19.7273
2025-03-05 12:47:17.489,21.6429
2025-03-05 12:47:18.489,18.1342
2025-03-05 12:47:19.490,23.9263
2025-03-05 12:47:20.491,18.8100
2025-03-05 12:47:21.493,22.8842
2025-03-05 12:47:22.493,20.6185
2025-03-05 12:47:23.494,17.2127
2025-03-05 12:47:24.502,18.3092
2025-03-05 12:47:25.501,20.5653
2025-03-05 12:47:26.494,17.7889
2025-03-05 12:47:27.496,19.7612
2025-03-05 12:47:28.496,18.9085
2025-03-05 12:47:29.499,18.1396
2025-03-05 12:47:30.496,20.6902
2025-03-05 12:47:31.497,18.5625
2025-03-05 12:47:32.498,26.2570
2025-03-05 12:47:33.498,17.9761
2025-03-05 12:47:34.499,18.4503
2025-03-05 12:47:35.500,18.3878
2025-03-05 12:47:36.500,20.8557
2025-03-05 12:47:37.499,19.8499
2025-03-05 12:47:38.501,17.7865
2025-03-05 12:47:39.501,18.0009
2025-03-05 12:47:40.503,16.6633
2025-03-05 12:47:41.502,18.0652
2025-03-05 12:47:42.502,20.9865
2025-03-05 12:47:43.505,21.5794
2025-03-05 12:47:44.510,21.3423
2025-03-05 12:47:45.505,24.7592
2025-03-05 12:47:46.507,18.1393
2025-03-05 12:47:47.508,17.8986
2025-03-05 12:47:48.508,19.8405
2025-03-05 12:47:49.509,18.4866
2025-03-05 12:47:50.509,17.7138
2025-03-05 12:47:51.510,18.7769
2025-03-05 12:47:52.510,21.1851
2025-03-05 12:47:53.511,17.2422
2025-03-05 12:47:54.511,18.2022
2025-03-05 12:47:55.512,19.2034
2025-03-05 12:47:56.513,20.1363
2025-03-05 12:47:57.513,19.3406
2025-03-05 12:47:58.514,20.9339
2025-03-05 12:47:59.515,18.3018
2025-03-05 12:48:00.516,16.6501
2025-03-05 12:48:01.515,18.1804
2025-03-05 12:48:02.515,21.6818
2025-03-05 12:48:03.516,18.1168
2025-03-05 12:48:04.517,21.3025
2025-03-05 12:48:05.517,16.7283
2025-03-05 12:48:06.518,17.7802
2025-03-05 12:48:07.520,18.8896
2025-03-05 12:48:08.521,17.7935
2025-03-05 12:48:09.520,17.8579
2025-03-05 12:48:10.520,19.7503
2025-03-05 12:48:11.520,18.8193
2025-03-05 12:48:12.521,18.2309
2025-03-05 12:48:13.527,22.8740
2025-03-05 12:48:14.521,17.5121
2025-03-05 12:48:15.522,18.1577
2025-03-05 12:48:16.523,17.7336
