time,delay_ms
2025-03-05 12:26:00.514,21.4410
2025-03-05 12:26:01.515,12.9945
2025-03-05 12:26:02.516,17.8369
2025-03-05 12:26:03.514,13.6628
2025-03-05 12:26:04.516,26.2524
2025-03-05 12:26:05.517,18.0691
2025-03-05 12:26:06.517,14.4834
2025-03-05 12:26:07.516,18.0100
2025-03-05 12:26:08.520,13.4821
2025-03-05 12:26:09.519,15.5528
2025-03-05 12:34:03.793,-1.0000
2025-03-05 12:34:04.782,14.9082
2025-03-05 12:34:05.784,16.6641
2025-03-05 12:34:06.782,13.4556
2025-03-05 12:34:07.784,15.6528
2025-03-05 12:34:08.784,12.8766
2025-03-05 12:34:09.785,15.6064
2025-03-05 12:34:10.786,12.6470
2025-03-05 12:34:11.787,13.4077
2025-03-05 12:34:12.788,13.1737
2025-03-05 12:34:13.788,14.6889
2025-03-05 12:34:14.789,17.5079
2025-03-05 12:34:15.788,16.1941
2025-03-05 12:34:16.790,14.8188
2025-03-05 12:34:17.793,13.6118
2025-03-05 12:34:18.792,19.7879
2025-03-05 12:34:19.793,16.5748
2025-03-05 12:34:20.791,14.4024
2025-03-05 12:34:21.793,14.9462
2025-03-05 12:34:22.794,14.0257
2025-03-05 12:34:23.795,13.5196
2025-03-05 12:34:24.796,15.5535
2025-03-05 12:34:25.798,13.6192
2025-03-05 12:34:26.798,15.7446
2025-03-05 12:34:27.798,24.1006
2025-03-05 12:34:28.799,13.0822
2025-03-05 12:34:29.798,14.6315
2025-03-05 12:34:30.803,13.3397
2025-03-05 12:34:31.809,13.9720
2025-03-05 12:34:32.803,14.3651
2025-03-05 12:34:33.802,12.9104
2025-03-05 12:34:34.804,15.6722
2025-03-05 12:34:35.803,14.3403
2025-03-05 12:34:36.802,13.8117
2025-03-05 12:34:37.807,16.8263
2025-03-05 12:34:38.805,12.9422
2025-03-05 12:34:39.805,14.0204
2025-03-05 12:34:40.805,14.0202
2025-03-05 12:34:41.807,13.2358
2025-03-05 12:34:42.807,14.5570
2025-03-05 12:34:43.806,15.0687
2025-03-05 12:34:44.808,13.6407
2025-03-05 12:34:45.811,15.5233
2025-03-05 12:34:46.809,23.1146
2025-03-05 12:34:47.809,14.1618
2025-03-05 12:34:48.809,12.5482
2025-03-05 12:34:49.812,14.2502
2025-03-05 12:34:50.812,13.0867
2025-03-05 12:34:51.813,14.1382
